tree,d_10_1st,d_10_2nd,d_10_3rd,d_10_4th,d_10_5th,d_10_6th,d_10_7th,d_10_8th,d_10_9th,d_10_10th,height,area_m2,sub_plot_area,subplot,plots,landform
400,2,,,,,,,,,,50,3000,900,n7s1,n7,shed
401,2.5,1,,,,,,,,,100,3000,900,n7s1,n7,shed
402,1,,,,,,,,,,30,3000,900,n7s1,n7,shed
403,1,,,,,,,,,,60,3000,900,n7s1,n7,shed
404,0.5,,,,,,,,,,20,3000,900,n7s1,n7,shed
405,1,,,,,,,,,,95,3000,900,n7s1,n7,shed
406,0.5,,,,,,,,,,40,3000,900,n7s1,n7,shed
407,14.4,,,,,,,,,,540,3000,900,n7s1,n7,shed
408,1,1,,,,,,,,,40,3000,900,n7s1,n7,shed
409,6.5,16.4,14,,,,,,,,520,3000,900,n7s1,n7,shed
410,0.5,,,,,,,,,,50,3000,900,n7s1,n7,shed
411,0.5,,,,,,,,,,40,3000,900,n7s1,n7,shed
412,0.5,,,,,,,,,,45,3000,900,n7s1,n7,shed
413,0.5,,,,,,,,,,50,3000,900,n7s1,n7,shed
414,7,9.1,14.1,4,,,,,,,440,3000,600,n7s2,n7,shed
415,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
416,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
417,0.5,,,,,,,,,,40,3000,600,n7s2,n7,shed
418,0.5,,,,,,,,,,40,3000,600,n7s2,n7,shed
419,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
420,6,7,5,6,14.2,,,,,,430,3000,600,n7s2,n7,shed
421,17.6,,,,,,,,,,460,3000,600,n7s2,n7,shed
422,0.3,,,,,,,,,,20,3000,600,n7s2,n7,shed
423,0.3,,,,,,,,,,20,3000,600,n7s2,n7,shed
424,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
425,0.03,,,,,,,,,,20,3000,600,n7s2,n7,shed
426,6.5,12.7,,,,,,,,,460,3000,600,n7s2,n7,shed
427,4,12.5,,,,,,,,,460,3000,600,n7s2,n7,shed
428,15.8,10,,,,,,,,,545,3000,600,n7s2,n7,shed
429,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
430,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
431,0.5,,,,,,,,,,30,3000,600,n7s2,n7,shed
432,0.7,,,,,,,,,,20,3000,600,n7s2,n7,shed
433,9.8,,,,,,,,,,440,3000,600,n7s3,n7,shed
434,9.3,12.2,10.3,,,,,,,,510,3000,600,n7s3,n7,shed
435,5,12.3,17,11.9,,,,,,,500,3000,600,n7s3,n7,shed
436,13.5,,,,,,,,,,430,3000,600,n7s3,n7,shed
437,13.1,10.9,,,,,,,,,375,3000,600,n7s3,n7,shed
438,7.5,9.1,,,,,,,,,440,3000,600,n7s3,n7,shed
439,7.5,3,,,,,,,,,460,3000,600,n7s3,n7,shed
440,8,12.1,,,,,,,,,510,3000,900,n7s4,n7,shed
441,10,11.1,,,,,,,,,530,3000,900,n7s4,n7,shed
442,10.1,9.7,,,,,,,,,520,3000,900,n7s4,n7,shed
443,10.3,11.3,,,,,,,,,470,3000,900,n7s4,n7,shed
444,12.3,5,,,,,,,,,450,3000,900,n7s4,n7,shed
445,8,10,3,4.5,7.5,,,,,,430,3000,900,n7s4,n7,shed
446,9.4,7.7,,,,,,,,,460,3000,900,n7s4,n7,shed
447,6.6,13.5,,,,,,,,,490,3000,900,n7s4,n7,shed
448,8,8,9.3,,,,,,,,430,3000,900,n7s4,n7,shed
449,7,8.8,8.5,6.5,,,,,,,460,3000,900,n7s4,n7,shed
450,11.9,,,,,,,,,,380,3000,900,n7s4,n7,shed
451,13.1,,,,,,,,,,385,3000,900,n7s4,n7,shed
452,13.1,,,,,,,,,,385,3000,900,n7s4,n7,shed
453,5,12,,,,,,,,,500,3000,900,n7s4,n7,shed
454,15.5,,,,,,,,,,510,3000,900,n7s4,n7,shed
